model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Focus,2017," £13,000",Manual,"12,456",n/a,£150,57.7,Petrol,1,/ad/25450135
 Focus,2018," £11,000",Manual,,Petrol,1,"48,961",,,/ad/25457706
 Focus,2019," £16,920",Manual,,Petrol,1.5,"13,516",,,/ad/25457708
 Focus,2017," £11,000",Manual,,Petrol,1,"23,500",,,/ad/25457715
 Focus,2019," £18,785",Manual,,Diesel,1.5,"12,395",,,/ad/25462132
 Focus,2019," £18,580",Manual,,Diesel,1.5,"4,984",,,/ad/25462133
 Focus,2019," £18,990",Automatic,,Diesel,2,"6,393",,,/ad/25462135
 Focus,2019," £19,340",Automatic,,Diesel,1.5,"12,198",,,/ad/25462136
 Focus,2017," £13,495",Automatic,"3,000",12,£145,51.4,Petrol,1000,/ad/23377652
 Focus,2016," £11,995",Automatic,"13,000",n/a,£20,67.3,Diesel,1500,/ad/24680666
 Focus,2020," £19,995",Automatic,500,n/a,£150,50.4,Petrol,1000,/ad/25454290
 Focus,2015," £13,495",Automatic,"11,600",n/a,£150,46.3,Petrol,1500,/ad/25461313
 Focus,2017," £11,500",Automatic,"27,348",n/a,£145,46.3,Petrol,1.498,/ad/25154411
 Focus,2016," £11,900",Manual,"30,898",24,£20,67.3,Diesel,1.997,/ad/25388762
 Focus,2016," £7,900",Manual,"61,111",n/a,£0,74.3,Diesel,1.499,/ad/25390401
 Focus,2017," £9,300",Automatic,"56,539",n/a,£145,74.3,Diesel,1.499,/ad/25378398
 Focus,2018," £12,300",Manual,"29,568",n/a,£145,80.7,Diesel,1.499,/ad/25049340
 Focus,2017," £8,000",Manual,"51,378",n/a,£145,60.1,Petrol,0.999,/ad/25121648
 Focus,2019," £19,390",Automatic,,Diesel,1.5,"9,439",,,/ad/25444799
 Focus,2019," £16,035",Manual,,Petrol,1,"9,943",,,/ad/25444800
 Focus,2019," £15,540",Manual,,Diesel,1.5,"8,188",,,/ad/25444801
 Focus,2019," £15,335",Manual,,Petrol,1,"10,589",,,/ad/25444803
 Focus,2019," £16,425",Manual,,Petrol,1,"15,272",,,/ad/25444804
 Focus,2019," £15,940",Manual,,Diesel,1.5,"13,789",,,/ad/25444807
 Focus,2019," £21,420",Automatic,,Diesel,2,"3,655",,,/ad/25444808
 Focus,2019," £20,300",Automatic,,Diesel,1.5,"7,555",,,/ad/25444809
 Focus,2019," £16,040",Manual,,Petrol,1,"13,737",,,/ad/25444810
 Focus,2019," £16,400",Manual,,Petrol,1,"13,706",,,/ad/25444811
 Focus,2019," £17,300",Automatic,,Petrol,1,"7,426",,,/ad/25444786
 Focus,2019," £16,395",Manual,,Diesel,1.5,"11,594",,,/ad/25444787
 Focus,2019," £16,655",Manual,,Petrol,1.5,"12,119",,,/ad/25444788
 Focus,2019," £15,335",Manual,,Petrol,1,"13,762",,,/ad/25444790
 Focus,2019," £15,235",Manual,,Petrol,1,"12,811",,,/ad/25444791
 Focus,2019," £15,335",Manual,,Petrol,1,"13,797",,,/ad/25444792
 Focus,2019," £15,435",Manual,,Petrol,1,"11,645",,,/ad/25444793
 Focus,2019," £14,510",Manual,,Petrol,1,"13,545",,,/ad/25444795
 Focus,2019," £20,950",Automatic,,Diesel,2,"6,428",,,/ad/25444797
 Focus,2019," £19,175",Automatic,,Diesel,1.5,"10,370",,,/ad/25444798
 Focus,2015," £7,500",Manual,,Petrol,1,"53,130",,,/ad/25475332
 Focus,2016," £10,250",Manual,,Petrol,1,"29,705",,,/ad/25475339
 Focus,2019," £16,000",Automatic,,Petrol,1,"5,367",,,/ad/25475375
 Focus,2019," £22,000",Automatic,,Diesel,2,"4,855",,,/ad/25087018
 Focus,2020," £18,500",Manual,,Petrol,1,100,,,/ad/25401622
 Focus,2018," £12,900",Manual,,Petrol,1,"9,022",,,/ad/25377211
 Focus,2016," £10,000",Manual,,Petrol,1,"19,785",,,/ad/25412272
 Focus,2013," £6,500",Manual,,Petrol,1,"57,029",,,/ad/25483929
 Focus,2016," £10,500",Automatic,"26,000",n/a,£30,64.2,Diesel,2,/ad/24994903
 Focus,2009," £2,950",Manual,"68,500",10,£205,42.2,Petrol,1.6,/ad/25450243
 Focus,2015," £8,000",Manual,,Diesel,1.5,"65,000",,,/ad/25412070
 Focus,2017," £11,250",Manual,,Diesel,1.5,"41,495",,,/ad/25419437
 Focus,2018," £13,500",Manual,,Petrol,1,"11,382",,,/ad/25130151
 Focus,2017," £10,750",Manual,,Diesel,1.5,"25,519",,,/ad/25439252
 Focus,2017," £11,000",Manual,,Petrol,1,"17,339",,,/ad/25444754
 Focus,2019," £21,570",Automatic,,Diesel,2,"8,566",,,/ad/25444759
 Focus,2019," £21,680",Automatic,,Diesel,2,"7,846",,,/ad/25444760
 Focus,2019," £20,480",Manual,,Petrol,1.5,"4,711",,,/ad/25444762
 Focus,2019," £17,500",Automatic,,Petrol,1,"12,877",,,/ad/25444765
 Focus,2019," £19,375",Manual,,Diesel,1.5,"7,021",,,/ad/25444770
 Focus,2019," £15,940",Manual,,Diesel,1.5,"13,752",,,/ad/25444812
 Focus,2019," £16,090",Manual,,Diesel,1.5,"10,805",,,/ad/25444813
 Focus,2019," £16,950",Manual,,Petrol,1,"11,883",,,/ad/25444814
 Focus,2019," £14,090",Manual,,Petrol,1,"11,536",,,/ad/25444815
 Focus,2019," £16,450",Manual,,Petrol,1,"12,677",,,/ad/25444816
 Focus,2019," £15,885",Manual,,Petrol,1,"12,062",,,/ad/25444817
 Focus,2019," £16,040",Manual,,Diesel,1.5,"11,834",,,/ad/25444818
 Focus,2019," £28,805",Manual,,Petrol,2.3,974,,,/ad/25444828
 Focus,2019," £28,930",Manual,,Petrol,2.3,"2,950",,,/ad/25444831
 Focus,2019," £28,755",Manual,,Petrol,2.3,"3,796",,,/ad/25444833
 Focus,2019," £18,225",Manual,,Petrol,1,"3,230",,,/ad/25444772
 Focus,2019," £16,400",Manual,,Petrol,1,"13,240",,,/ad/25444774
 Focus,2019," £16,350",Manual,,Petrol,1,"14,410",,,/ad/25444777
 Focus,2019," £18,330",Manual,,Diesel,1.5,"10,503",,,/ad/25444778
 Focus,2019," £15,885",Manual,,Petrol,1,"12,624",,,/ad/25444779
 Focus,2019," £16,635",Automatic,,Petrol,1,"9,675",,,/ad/25444780
 Focus,2019," £16,700",Manual,,Petrol,1,"7,590",,,/ad/25444781
 Focus,2019," £16,840",Manual,,Petrol,1,"7,358",,,/ad/25444783
 Focus,2019," £16,400",Manual,,Petrol,1,"13,816",,,/ad/25444784
 Focus,2019," £17,150",Automatic,,Petrol,1,"10,472",,,/ad/25444785
 Focus,2017," £18,500",Manual,,Petrol,2,"10,960",,,/ad/25149984
 Focus,2015," £8,000",Manual,,Diesel,1.5,"65,000",,,/ad/25412278
 Focus,2017," £11,250",Manual,,Diesel,1.5,"41,495",,,/ad/25419526
 Focus,2018," £13,500",Manual,,Petrol,1,"11,382",,,/ad/25130384
 Focus,2017," £10,750",Manual,,Diesel,1.5,"25,519",,,/ad/25439532
 Focus,2017," £11,000",Manual,,Petrol,1,"17,339",,,/ad/25445070
 Focus,2017," £12,000",Automatic,,Petrol,1,"15,238",,,/ad/25123556
 Focus,2017," £13,000",Manual,,Petrol,1,"12,456",,,/ad/25450242
 Focus,2018," £11,000",Manual,,Petrol,1,"48,961",,,/ad/25457895
 Focus,2017," £11,000",Manual,,Petrol,1,"23,500",,,/ad/25457906
 Focus,2015," £6,975",Manual,"79,347",13,£0,67.3,Diesel,1.5,/ad/25125394
 Focus,2011," £5,925",Manual,"46,054",14,£145,47.9,Petrol,1.6,/ad/25072128
 Focus,2015," £8,100",Manual,"37,252",15,£20,67.3,Diesel,1.6,/ad/25125393
 Focus,2017," £8,950",Manual,"46,994",n/a,£20,61.4,Petrol,1,/ad/25444114
 Focus,2017," £9,200",Manual,"46,249",n/a,£145,61.4,Petrol,1,/ad/25066356
 Focus,2016," £9,313",Manual,"42,740",n/a,£20,60.1,Petrol,1,/ad/25086137
 Focus,2014," £6,695",Manual,"65,000",15,£20,67.3,Diesel,1.56,/ad/25384174
 Focus,2009," £3,295",Manual,"80,000",15,£235,40.4,Petrol,1.8,/ad/25131218
 Focus,2017," £12,995",Automatic,"2,000",n/a,£145,51.4,Petrol,1000,/ad/25073740
 Focus,2017," £12,495",Automatic,"4,000",n/a,£160,44.8,Petrol,1600,/ad/25139938
 Focus,2019," £28,730",Manual,,Petrol,2.3,"6,108",,,/ad/25462167
 Focus,2019," £18,695",Manual,,Petrol,1.5,"2,712",,,/ad/25462170
 Focus,2019," £20,905",Automatic,,Diesel,1.5,"1,904",,,/ad/25462171
 Focus,2019," £20,435",Manual,,Petrol,1.5,"3,003",,,/ad/25462172
 Focus,2017," £12,500",Manual,"20,668",11,£20,61.4,Petrol,1,/ad/25450127
 Focus,2017," £12,000",Automatic,"15,238",n/a,£125,51.4,Petrol,1,/ad/25123299
 Focus,2015," £7,500",Manual,,Petrol,1,"53,130",,,/ad/25475042
 Focus,2016," £10,250",Manual,,Petrol,1,"29,705",,,/ad/25475047
 Focus,2019," £16,000",Automatic,,Petrol,1,"5,367",,,/ad/25475065
 Focus,2016," £10,000",Manual,,Petrol,1,"19,785",,,/ad/25412039
 Focus,2019," £22,000",Automatic,,Diesel,2,"4,855",,,/ad/25086797
 Focus,2013," £6,500",Manual,,Petrol,1,"57,029",,,/ad/25483683
 Focus,2015," £9,000",Manual,"22,331",11,£20,61.4,Petrol,1000,/ad/25404469
 Focus,2018," £17,945",Manual,"8,270",n/a,£145,41.5,Petrol,1999,/ad/25092975
 Focus,2017," £15,980",Manual,"8,144",n/a,£145  ,41.5,Petrol,1999,/ad/25011507
 Focus,2018," £14,500",Automatic,,Petrol,1,"22,587",,,/ad/25388089
 Focus,2019," £19,500",Manual,,Diesel,1.5,"3,000",,,/ad/25388120
 Focus,2016," £16,000",Manual,,Petrol,2,"19,834",,,/ad/25104513
 Focus,2017," £11,750",Manual,,Diesel,1.5,"32,746",,,/ad/25116789
 Focus,2017," £14,000",Automatic,,Petrol,1,"9,137",,,/ad/25136095
 Focus,2019," £14,610",Manual,,Petrol,1,"11,427",,,/ad/25462149
 Focus,2019," £14,460",Manual,,Petrol,1,"14,021",,,/ad/25462150
 Focus,2019," £14,660",Manual,,Petrol,1,"10,874",,,/ad/25462151
 Focus,2019," £14,510",Manual,,Petrol,1,"13,931",,,/ad/25462152
 Focus,2019," £15,935",Manual,,Petrol,1,"11,291",,,/ad/25462153
 Focus,2019," £14,560",Manual,,Petrol,1,"12,503",,,/ad/25462155
 Focus,2019," £16,950",Manual,,Petrol,1,"11,939",,,/ad/25462156
 Focus,2019," £14,760",Manual,,Petrol,1,"8,919",,,/ad/25462157
 Focus,2019," £28,580",Manual,,Petrol,2.3,"1,725",,,/ad/25462165
 Focus,2019," £19,330",Automatic,,Diesel,1.5,825,,,/ad/25462166
 Focus,2016," £13,998",Manual,"24,895",24,£20,67.3,Diesel,2,/ad/25179111
 Focus,2017," £17,998",Manual,"9,066",n/a,£145,41.5,Petrol,2,/ad/25179141
 Focus,2018," £14,495",Manual,"17,030",n/a,£145,57.7,Petrol,1,/ad/25269935
 Focus,2016," £8,995",Manual,"22,493",14,£20,60.1,Petrol,1,/ad/25395746
 Focus,2016," £11,495",Manual,"29,900",n/a,£0,74.3,Diesel,1.5,/ad/25297919
 Focus,2015," £10,995",Manual,"13,791",n/a,£125,51.4,Petrol,1.5,/ad/25297934
 Focus,2018," £19,995",Manual,"10,923",26,£145,67.3,Diesel,2,/ad/25297940
 Focus,2016," £10,995",Manual,"30,923",n/a,£0,74.3,Diesel,1.5,/ad/25297952
 Focus,2017," £11,995",Manual,"23,469",n/a,£125,51.4,Petrol,1.5,/ad/25297976
 Focus,2015," £8,498",Manual,"47,219",n/a,£0,74.3,Diesel,1.5,/ad/25440512
 Focus,2018," £12,998",Manual,"16,081",n/a,£150,57.7,Petrol,1,/ad/25476182
 Focus,2019," £16,998",Manual,"10,476",n/a,£145,60.1,Petrol,1,/ad/25424015
 Focus,2017," £13,998",Semi-Auto,"4,735",n/a,£125,51.4,Petrol,1,/ad/25175176
 Focus,2016," £10,995",Manual,"30,923",n/a,£0,74.3,Diesel,1.5,/ad/25298024
 Focus,2015," £13,200",Manual,"32,000",26,£20,67.3,Diesel,2,/ad/25359765
 Focus,2017," £10,998",Manual,"28,001",n/a,£145,60.1,Petrol,1,/ad/25168999
 Focus,2018," £10,998",Manual,"26,648",n/a,£145,61.4,Petrol,1,/ad/25169056
 Focus,2016," £9,998",Manual,"26,399",n/a,£0,74.3,Diesel,1.5,/ad/25169062
 Focus,2019," £16,998",Manual,"20,647",n/a,£145,60.1,Petrol,1,/ad/25169146
 Focus,2017," £18,498",Manual,"14,441",n/a,£145,41.5,Petrol,2,/ad/25168891
 Focus,2018," £13,998",Manual,"13,401",n/a,£145,60.1,Petrol,1,/ad/25168905
 Focus,2019," £15,998",Manual,"12,794",n/a,£145,74.3,Diesel,1.5,/ad/25168916
 Focus,2019," £15,495",Manual,"5,600",n/a,£145,60.1,Petrol,1,/ad/25344367
 Focus,2014," £7,498",Manual,"47,566",14,£30,56.5,Petrol,1,/ad/25455495
 Focus,2017," £17,698",Manual,"14,557",n/a,£145  ,41.5,Petrol,2,/ad/25178708
 Focus,2017," £11,498",Semi-Auto,"30,917",14,£125,51.4,Petrol,1,/ad/25178743
 Focus,2017," £12,798",Manual,"22,153",n/a,£145,74.3,Diesel,1.5,/ad/25178768
 Focus,2016," £24,995",Manual,"7,997",n/a,£235,36.7,Petrol,2.3,/ad/25191617
 Focus,2018," £18,298",Manual,"21,456",26,£145,67.3,Diesel,2,/ad/25446042
 Focus,2015," £9,198",Manual,"31,512",n/a,£0,74.3,Diesel,1.5,/ad/25410107
 Focus,2016," £8,498",Manual,"51,656",n/a,£0,74.3,Diesel,1.5,/ad/25178792
 Focus,2018," £15,798",Manual,"4,534",n/a,£145,58.9,Petrol,1,/ad/25178856
 Focus,2016," £10,298",Manual,"15,510",n/a,£0,74.3,Diesel,1.5,/ad/25178948
 Focus,2017," £10,498",Manual,"42,002",n/a,£20,60.1,Petrol,1,/ad/25476307
 Focus,2015," £7,994",Manual,"64,612",15,£20,67.3,Diesel,1.6,/ad/25381145
 Focus,2020," £19,998",Manual,"4,000",n/a,£145,74.3,Diesel,1.5,/ad/25376756
 Focus,2020," £19,489",Manual,"5,000",n/a,£145,74.3,Diesel,1.5,/ad/25376757
 Focus,2019," £14,998",Manual,"7,000",n/a,£145,58.9,Petrol,1,/ad/25359722
 Focus,2018," £11,999",Manual,"6,691",n/a,£145,61.4,Petrol,1,/ad/25263699
 Focus,2019," £16,998",Automatic,"8,703",n/a,£145,40.9,Petrol,1.5,/ad/25263704
 Focus,2019," £14,799",Manual,"6,249",n/a,£145,60.1,Petrol,1,/ad/25263713
 Focus,2019," £14,799",Manual,"8,560",n/a,£145,60.1,Petrol,1,/ad/25263716
 Focus,2019," £14,998",Manual,"7,000",n/a,£145,58.9,Petrol,1,/ad/25263465
 Focus,2019," £14,998",Manual,"7,000",n/a,£145,60.1,Petrol,1,/ad/25263471
 Focus,2018," £18,499",Manual,"14,682",n/a,£145,41.5,Petrol,2,/ad/25281173
 Focus,2014," £6,800",Manual,"53,500",14,£30,56.5,Petrol,1,/ad/25359773
 Focus,2017," £13,298",Semi-Auto,"9,038",n/a,£145,51.4,Petrol,1,/ad/25416697
 Focus,2018," £18,498",Manual,"21,167",26,£145,67.3,Diesel,2,/ad/25183857
 Focus,2019," £16,998",Manual,"19,936",n/a,£145,60.1,Petrol,1,/ad/25183920
 Focus,2017," £13,398",Automatic,"21,649",n/a,£145,46.3,Petrol,1.5,/ad/25186804
 Focus,2017," £17,798",Manual,"10,345",n/a,£145,41.5,Petrol,2,/ad/25186821
 Focus,2016," £9,699",Manual,"13,480",n/a,£20,60.1,Petrol,1,/ad/25263757
 Focus,2017," £16,250",Manual,"28,113",26,£145,67.3,Diesel,2,/ad/25441976
 Focus,2017," £10,999",Manual,"23,973",n/a,£150,60.1,Petrol,1,/ad/25477717
 Focus,2017," £10,498",Manual,"49,485",n/a,£0,74.3,Diesel,1.5,/ad/25168639
 Focus,2017," £11,498",Manual,"9,148",11,£145,61.4,Petrol,1,/ad/25168670
 Focus,2017," £12,498",Semi-Auto,"12,244",12,£125,51.4,Petrol,1,/ad/25450773
 Focus,2017," £11,298",Manual,"24,386",n/a,£0,74.3,Diesel,1.5,/ad/25168786
 Focus,2019," £18,698",Manual,"15,365",n/a,£145,60.1,Petrol,1,/ad/25168795
 Focus,2019," £16,998",Manual,"7,924",n/a,£145,80.7,Diesel,1.5,/ad/25168796
 Focus,2019," £15,998",Automatic,"11,045",n/a,£145,41.5,Petrol,1,/ad/25168849
 Focus,2017," £9,998",Manual,"22,001",n/a,£20,60.1,Petrol,1,/ad/25356310
 Focus,2017," £10,900",Manual,"25,459",n/a,£145,60.1,Petrol,1,/ad/25308597
 Focus,2017," £15,500",Manual,"19,593",n/a,£145,41.5,Petrol,2,/ad/25425712
 Focus,2017," £14,998",Automatic,"17,028",n/a,£150,46.3,Petrol,1.5,/ad/25479921
 Focus,2017," £17,998",Manual,"19,525",n/a,£145  ,41.5,Petrol,2,/ad/25183997
 Focus,2019," £16,698",Manual,"4,542",n/a,£145,60.1,Petrol,1,/ad/25184020
 Focus,2015," £12,998",Manual,"25,878",24,£20,67.3,Diesel,2,/ad/25184029
 Focus,2017," £12,498",Manual,"9,338",n/a,£145,60.1,Petrol,1,/ad/25184036
 Focus,2018," £11,298",Semi-Auto,"37,880",n/a,£150,74.3,Diesel,1.5,/ad/25451152
 Focus,2018," £15,995",Manual,"10,500",n/a,£145,60.1,Petrol,1,/ad/25413575
 Focus,2016," £15,995",Manual,"29,600",26,£20,67.3,Diesel,2,/ad/25281017
 Focus,2015," £7,995",Manual,"56,655",15,£20,67.3,Diesel,1.6,/ad/25448090
 Focus,2018," £12,995",Manual,"9,781",14,£145,60.1,Petrol,1,/ad/25421728
 Focus,2019," £15,698",Manual,"6,953",n/a,£145,60.1,Petrol,1,/ad/25173192
 Focus,2017," £9,998",Semi-Auto,"32,384",n/a,£125,51.4,Petrol,1,/ad/25173207
 Focus,2016," £10,498",Manual,"6,989",n/a,£20,61.4,Petrol,1,/ad/25173227
 Focus,2017," £10,898",Manual,"14,050",n/a,£145,60.1,Petrol,1,/ad/25173234
 Focus,2017," £16,698",Manual,"24,498",26,£145,67.3,Diesel,2,/ad/25173258
 Focus,2019," £15,998",Manual,"12,699",n/a,£145,60.1,Petrol,1,/ad/25173300
 Focus,2016," £8,998",Manual,"36,087",n/a,£0,74.3,Diesel,1.5,/ad/25365936
 Focus,2019," £14,198",Manual,"20,205",n/a,£150,58.9,Petrol,1,/ad/25470866
 Focus,2017," £11,300",Manual,"13,300",n/a,£145,60.1,Petrol,1,/ad/25281138
 Focus,2017," £10,800",Manual,"17,668",14,£145,60.1,Petrol,1,/ad/25281164
 Focus,2016," £8,998",Manual,"49,080",n/a,£0,74.3,Diesel,1.5,/ad/25172538
 Focus,2017," £16,498",Manual,"18,506",26,£20,67.3,Diesel,2,/ad/25172556
 Focus,2017," £18,498",Semi-Auto,"21,183",n/a,£145,61.4,Diesel,2,/ad/25169616
 Focus,2016," £8,498",Manual,"45,256",n/a,£20,60.1,Petrol,1,/ad/25344388
 Focus,2017," £9,998",Manual,"28,761",14,£20,60.1,Petrol,1,/ad/25481729
 Focus,2017," £16,998",Manual,"45,854",n/a,£150  ,41.5,Petrol,2,/ad/25470698
 Focus,2019," £16,998",Manual,"14,206",n/a,£150,60.1,Petrol,1,/ad/25455592
 Focus,2017," £16,998",Automatic,"30,393",n/a,£145,61.4,Diesel,2,/ad/25185858
 Focus,2019," £14,498",Manual,"14,316",n/a,£150,80.7,Diesel,1.5,/ad/25484544
 Focus,2019," £17,998",Manual,"12,027",n/a,£145,74.3,Diesel,1.5,/ad/25376136
 Focus,2019," £18,391",Automatic,"12,821",n/a,£145,50.4,Petrol,1,/ad/25222157
 Focus,2017," £10,930",Manual,"6,471",n/a,£20,61.4,Petrol,1,/ad/25222161
 Focus,2016," £7,991",Manual,"53,922",14,£20,60.1,Petrol,1,/ad/25222172
 Focus,2018," £11,498",Manual,"25,464",n/a,£145,60.1,Petrol,1,/ad/25181344
 Focus,2017," £12,998",Manual,"17,307",n/a,£145,74.3,Diesel,1.5,/ad/25341112
 Focus,2017," £18,998",Manual,"10,222",n/a,£145,41.5,Petrol,2,/ad/25182345
 Focus,2013," £6,498",Manual,"65,125",11,£145,47.9,Petrol,1.6,/ad/25182373
 Focus,2017," £10,498",Manual,"39,539",n/a,£20,60.1,Petrol,1,/ad/25479401
 Focus,2018," £13,498",Manual,"10,150",n/a,£145,58.9,Petrol,1,/ad/25172424
 Focus,2016," £9,298",Manual,"31,685",n/a,£0,74.3,Diesel,1.5,/ad/25172485
 Focus,2015," £7,498",Manual,"36,462",14,£20,60.1,Petrol,1,/ad/25466241
 Focus,2016," £9,498",Manual,"18,154",14,£20,60.1,Petrol,1,/ad/25393128
 Focus,2017," £15,798",Manual,"27,532",n/a,£145,67.3,Diesel,2,/ad/25181446
 Focus,2019," £17,498",Manual,"11,184",n/a,£145,60.1,Petrol,1,/ad/25369288
 Focus,2018," £20,498",Manual,"10,249",n/a,£145,41.5,Petrol,2,/ad/25359487
 Focus,2016," £9,598",Manual,"20,340",n/a,£0,74.3,Diesel,1.5,/ad/25181557
 Focus,2014," £8,298",Manual,"32,541",n/a,£20,67.3,Diesel,1.6,/ad/25180834
 Focus,2016," £10,298",Manual,"34,211",n/a,£20,60.1,Petrol,1,/ad/25446119
 Focus,2016," £10,420",Manual,"18,913",n/a,£20,60.1,Petrol,1,/ad/25222120
 Focus,2017," £17,630",Manual,"25,526",n/a,£145,41.5,Petrol,2,/ad/25222121
 Focus,2018," £18,998",Manual,"16,312",26,£145,67.3,Diesel,2,/ad/25180752
 Focus,2015," £8,298",Manual,"56,282",15,£20,67.3,Diesel,1.6,/ad/25180759
 Focus,2019," £17,498",Automatic,"11,022",n/a,£145,51.4,Petrol,1,/ad/25180792
 Focus,2019," £17,498",Manual,"7,359",n/a,£145,74.3,Diesel,1.5,/ad/25180799
 Focus,2019," £16,998",Manual,"8,657",n/a,£145,74.3,Diesel,1.5,/ad/25180800
 Focus,2015," £8,498",Manual,"31,974",11,£20,61.4,Petrol,1,/ad/25394619
 Focus,2016," £16,798",Manual,"15,646",26,£20,67.3,Diesel,2,/ad/25180980
 Focus,2017," £10,698",Manual,"11,469",11,£20,61.4,Petrol,1,/ad/25181096
 Focus,2014," £5,998",Manual,"62,855",15,£20,67.3,Diesel,1.6,/ad/25180739
 Focus,2017," £11,998",Manual,"28,497",n/a,£145,74.3,Diesel,1.5,/ad/25180492
 Focus,2017," £11,600",Manual,"27,910",n/a,£0,74.3,Diesel,1.5,/ad/25323343
 Focus,2017," £10,900",Manual,"13,338",n/a,£0,74.3,Diesel,1.5,/ad/25321531
 Focus,2017," £11,200",Manual,"15,121",n/a,£20,58.9,Petrol,1,/ad/25321533
 Focus,2017," £9,250",Manual,"38,541",n/a,£20,60.1,Petrol,1,/ad/25321536
 Focus,2016," £7,000",Manual,"82,616",n/a,£0,74.3,Diesel,1.5,/ad/25468882
 Focus,2019," £14,000",Manual,"11,426",n/a,£150,58.9,Petrol,1,/ad/25468886
 Focus,2017," £9,998",Manual,"13,861",n/a,£145,60.1,Petrol,1,/ad/25420142
 Focus,2019," £16,250",Manual,"11,027",n/a,£145,74.3,Diesel,1.5,/ad/25198087
 Focus,2019," £16,250",Manual,"13,325",n/a,£145,74.3,Diesel,1.5,/ad/25198089
 Focus,2019," £18,450",Automatic,"14,464",n/a,£145,54.3,Diesel,1.5,/ad/25198091
 Focus,2015," £9,498",Manual,"24,717",14,£20,60.1,Petrol,1,/ad/25466227
