model,year,price,transmission,mileage,fuelType,engineSize
 Focus,2019,16920,Manual,13516,Petrol,1.5
 Focus,2017,11000,Manual,23500,Petrol,1.0
 Focus,2019,18785,Manual,12395,Diesel,1.5
 Focus,2019,18580,Manual,4984,Diesel,1.5
 Focus,2019,18990,Automatic,6393,Diesel,2.0
 Focus,2019,19340,Automatic,12198,Diesel,1.5
 Focus,2017,13495,Automatic,3000,Petrol,1.0
 Focus,2016,11995,Automatic,13000,Diesel,1.5
 Focus,2020,19995,Automatic,500,Petrol,1.0
 Focus,2015,13495,Automatic,11600,Petrol,1.5
 Focus,2017,11500,Automatic,27348,Petrol,1.5
 Focus,2016,11900,Manual,30898,Diesel,2.0
 Focus,2016,7900,Manual,61111,Diesel,1.5
 Focus,2017,9300,Automatic,56539,Diesel,1.5
 Focus,2018,12300,Manual,29568,Diesel,1.5
 Focus,2017,8000,Manual,51378,Petrol,1.0
 Focus,2019,19390,Automatic,9439,Diesel,1.5
 Focus,2019,16035,Manual,9943,Petrol,1.0
 Focus,2019,15540,Manual,8188,Diesel,1.5
 Focus,2019,15335,Manual,10589,Petrol,1.0
 Focus,2019,16425,Manual,15272,Petrol,1.0
 Focus,2019,15940,Manual,13789,Diesel,1.5
 Focus,2019,21420,Automatic,3655,Diesel,2.0
 Focus,2019,20300,Automatic,7555,Diesel,1.5
 Focus,2019,16040,Manual,13737,Petrol,1.0
 Focus,2019,16400,Manual,13706,Petrol,1.0
 Focus,2019,17300,Automatic,7426,Petrol,1.0
 Focus,2019,16395,Manual,11594,Diesel,1.5
 Focus,2019,16655,Manual,12119,Petrol,1.5
 Focus,2019,15335,Manual,13762,Petrol,1.0
 Focus,2019,15235,Manual,12811,Petrol,1.0
 Focus,2019,15335,Manual,13797,Petrol,1.0
 Focus,2019,15435,Manual,11645,Petrol,1.0
 Focus,2019,14510,Manual,13545,Petrol,1.0
 Focus,2019,20950,Automatic,6428,Diesel,2.0
 Focus,2019,19175,Automatic,10370,Diesel,1.5
 Focus,2015,7500,Manual,53130,Petrol,1.0
 Focus,2016,10250,Manual,29705,Petrol,1.0
 Focus,2019,16000,Automatic,5367,Petrol,1.0
 Focus,2019,22000,Automatic,4855,Diesel,2.0
 Focus,2020,18500,Manual,100,Petrol,1.0
 Focus,2018,12900,Manual,9022,Petrol,1.0
 Focus,2016,10000,Manual,19785,Petrol,1.0
 Focus,2013,6500,Manual,57029,Petrol,1.0
 Focus,2016,10500,Automatic,26000,Diesel,2.0
 Focus,2009,2950,Manual,68500,Petrol,1.6
 Focus,2015,8000,Manual,65000,Diesel,1.5
 Focus,2017,11250,Manual,41495,Diesel,1.5
 Focus,2018,13500,Manual,11382,Petrol,1.0
 Focus,2017,10750,Manual,25519,Diesel,1.5
 Focus,2017,11000,Manual,17339,Petrol,1.0
 Focus,2019,21570,Automatic,8566,Diesel,2.0
 Focus,2019,21680,Automatic,7846,Diesel,2.0
 Focus,2019,20480,Manual,4711,Petrol,1.5
 Focus,2019,17500,Automatic,12877,Petrol,1.0
 Focus,2019,19375,Manual,7021,Diesel,1.5
 Focus,2019,15940,Manual,13752,Diesel,1.5
 Focus,2019,16090,Manual,10805,Diesel,1.5
 Focus,2019,16950,Manual,11883,Petrol,1.0
 Focus,2019,14090,Manual,11536,Petrol,1.0
 Focus,2019,16450,Manual,12677,Petrol,1.0
 Focus,2019,15885,Manual,12062,Petrol,1.0
 Focus,2019,16040,Manual,11834,Diesel,1.5
 Focus,2019,28805,Manual,974,Petrol,2.3
 Focus,2019,28930,Manual,2950,Petrol,2.3
 Focus,2019,28755,Manual,3796,Petrol,2.3
 Focus,2019,18225,Manual,3230,Petrol,1.0
 Focus,2019,16400,Manual,13240,Petrol,1.0
 Focus,2019,16350,Manual,14410,Petrol,1.0
 Focus,2019,18330,Manual,10503,Diesel,1.5
 Focus,2019,15885,Manual,12624,Petrol,1.0
 Focus,2019,16635,Automatic,9675,Petrol,1.0
 Focus,2019,16700,Manual,7590,Petrol,1.0
 Focus,2019,16840,Manual,7358,Petrol,1.0
 Focus,2019,16400,Manual,13816,Petrol,1.0
 Focus,2019,17150,Automatic,10472,Petrol,1.0
 Focus,2017,18500,Manual,10960,Petrol,2.0
 Focus,2015,8000,Manual,65000,Diesel,1.5
 Focus,2017,11250,Manual,41495,Diesel,1.5
 Focus,2018,13500,Manual,11382,Petrol,1.0
 Focus,2017,10750,Manual,25519,Diesel,1.5
 Focus,2017,11000,Manual,17339,Petrol,1.0
 Focus,2017,12000,Automatic,15238,Petrol,1.0
 Focus,2017,13000,Manual,12456,Petrol,1.0
 Focus,2018,11000,Manual,48961,Petrol,1.0
 Focus,2017,11000,Manual,23500,Petrol,1.0
 Focus,2015,6975,Manual,79347,Diesel,1.5
 Focus,2011,5925,Manual,46054,Petrol,1.6
 Focus,2015,8100,Manual,37252,Diesel,1.6
 Focus,2017,8950,Manual,46994,Petrol,1.0
 Focus,2017,9200,Manual,46249,Petrol,1.0
 Focus,2016,9313,Manual,42740,Petrol,1.0
 Focus,2014,6695,Manual,65000,Diesel,1.6
 Focus,2009,3295,Manual,80000,Petrol,1.8
 Focus,2017,12995,Automatic,2000,Petrol,1.0
 Focus,2017,12495,Automatic,4000,Petrol,1.6
 Focus,2019,28730,Manual,6108,Petrol,2.3
 Focus,2019,18695,Manual,2712,Petrol,1.5
 Focus,2019,20905,Automatic,1904,Diesel,1.5
 Focus,2019,20435,Manual,3003,Petrol,1.5
 Focus,2017,12500,Manual,20668,Petrol,1.0
 Focus,2017,12000,Automatic,15238,Petrol,1.0
 Focus,2015,7500,Manual,53130,Petrol,1.0
 Focus,2016,10250,Manual,29705,Petrol,1.0
 Focus,2019,16000,Automatic,5367,Petrol,1.0
 Focus,2016,10000,Manual,19785,Petrol,1.0
 Focus,2019,22000,Automatic,4855,Diesel,2.0
 Focus,2013,6500,Manual,57029,Petrol,1.0
 Focus,2015,9000,Manual,22331,Petrol,1.0
 Focus,2018,17945,Manual,8270,Petrol,2.0
 Focus,2017,15980,Manual,8144,Petrol,2.0
 Focus,2018,14500,Automatic,22587,Petrol,1.0
 Focus,2019,19500,Manual,3000,Diesel,1.5
 Focus,2016,16000,Manual,19834,Petrol,2.0
 Focus,2017,11750,Manual,32746,Diesel,1.5
 Focus,2017,14000,Automatic,9137,Petrol,1.0
 Focus,2019,14610,Manual,11427,Petrol,1.0
 Focus,2019,14460,Manual,14021,Petrol,1.0
 Focus,2019,14660,Manual,10874,Petrol,1.0
 Focus,2019,14510,Manual,13931,Petrol,1.0
 Focus,2019,15935,Manual,11291,Petrol,1.0
 Focus,2019,14560,Manual,12503,Petrol,1.0
 Focus,2019,16950,Manual,11939,Petrol,1.0
 Focus,2019,14760,Manual,8919,Petrol,1.0
 Focus,2019,28580,Manual,1725,Petrol,2.3
 Focus,2019,19330,Automatic,825,Diesel,1.5
 Focus,2016,13998,Manual,24895,Diesel,2.0
 Focus,2017,17998,Manual,9066,Petrol,2.0
 Focus,2018,14495,Manual,17030,Petrol,1.0
 Focus,2016,8995,Manual,22493,Petrol,1.0
 Focus,2016,11495,Manual,29900,Diesel,1.5
 Focus,2015,10995,Manual,13791,Petrol,1.5
 Focus,2018,19995,Manual,10923,Diesel,2.0
 Focus,2016,10995,Manual,30923,Diesel,1.5
 Focus,2017,11995,Manual,23469,Petrol,1.5
 Focus,2015,8498,Manual,47219,Diesel,1.5
 Focus,2018,12998,Manual,16081,Petrol,1.0
 Focus,2019,16998,Manual,10476,Petrol,1.0
 Focus,2017,13998,Semi-Auto,4735,Petrol,1.0
 Focus,2016,10995,Manual,30923,Diesel,1.5
 Focus,2015,13200,Manual,32000,Diesel,2.0
 Focus,2017,10998,Manual,28001,Petrol,1.0
 Focus,2018,10998,Manual,26648,Petrol,1.0
 Focus,2016,9998,Manual,26399,Diesel,1.5
 Focus,2019,16998,Manual,20647,Petrol,1.0
 Focus,2017,18498,Manual,14441,Petrol,2.0
 Focus,2018,13998,Manual,13401,Petrol,1.0
 Focus,2019,15998,Manual,12794,Diesel,1.5
 Focus,2019,15495,Manual,5600,Petrol,1.0
 Focus,2014,7498,Manual,47566,Petrol,1.0
 Focus,2017,17698,Manual,14557,Petrol,2.0
 Focus,2017,11498,Semi-Auto,30917,Petrol,1.0
 Focus,2017,12798,Manual,22153,Diesel,1.5
 Focus,2016,24995,Manual,7997,Petrol,2.3
 Focus,2018,18298,Manual,21456,Diesel,2.0
 Focus,2015,9198,Manual,31512,Diesel,1.5
 Focus,2016,8498,Manual,51656,Diesel,1.5
 Focus,2018,15798,Manual,4534,Petrol,1.0
 Focus,2016,10298,Manual,15510,Diesel,1.5
 Focus,2017,10498,Manual,42002,Petrol,1.0
 Focus,2015,7994,Manual,64612,Diesel,1.6
 Focus,2020,19998,Manual,4000,Diesel,1.5
 Focus,2020,19489,Manual,5000,Diesel,1.5
 Focus,2019,14998,Manual,7000,Petrol,1.0
 Focus,2018,11999,Manual,6691,Petrol,1.0
 Focus,2019,16998,Automatic,8703,Petrol,1.5
 Focus,2019,14799,Manual,6249,Petrol,1.0
 Focus,2019,14799,Manual,8560,Petrol,1.0
 Focus,2019,14998,Manual,7000,Petrol,1.0
 Focus,2019,14998,Manual,7000,Petrol,1.0
 Focus,2018,18499,Manual,14682,Petrol,2.0
 Focus,2014,6800,Manual,53500,Petrol,1.0
 Focus,2017,13298,Semi-Auto,9038,Petrol,1.0
 Focus,2018,18498,Manual,21167,Diesel,2.0
 Focus,2019,16998,Manual,19936,Petrol,1.0
 Focus,2017,13398,Automatic,21649,Petrol,1.5
 Focus,2017,17798,Manual,10345,Petrol,2.0
 Focus,2016,9699,Manual,13480,Petrol,1.0
 Focus,2017,16250,Manual,28113,Diesel,2.0
 Focus,2017,10999,Manual,23973,Petrol,1.0
 Focus,2017,10498,Manual,49485,Diesel,1.5
 Focus,2017,11498,Manual,9148,Petrol,1.0
 Focus,2017,12498,Semi-Auto,12244,Petrol,1.0
 Focus,2017,11298,Manual,24386,Diesel,1.5
 Focus,2019,18698,Manual,15365,Petrol,1.0
 Focus,2019,16998,Manual,7924,Diesel,1.5
 Focus,2019,15998,Automatic,11045,Petrol,1.0
 Focus,2017,9998,Manual,22001,Petrol,1.0
 Focus,2017,10900,Manual,25459,Petrol,1.0
 Focus,2017,15500,Manual,19593,Petrol,2.0
 Focus,2017,14998,Automatic,17028,Petrol,1.5
 Focus,2017,17998,Manual,19525,Petrol,2.0
 Focus,2019,16698,Manual,4542,Petrol,1.0
 Focus,2015,12998,Manual,25878,Diesel,2.0
 Focus,2017,12498,Manual,9338,Petrol,1.0
 Focus,2018,11298,Semi-Auto,37880,Diesel,1.5
 Focus,2018,15995,Manual,10500,Petrol,1.0
 Focus,2016,15995,Manual,29600,Diesel,2.0
 Focus,2015,7995,Manual,56655,Diesel,1.6
 Focus,2018,12995,Manual,9781,Petrol,1.0
 Focus,2019,15698,Manual,6953,Petrol,1.0
 Focus,2017,9998,Semi-Auto,32384,Petrol,1.0
 Focus,2016,10498,Manual,6989,Petrol,1.0
 Focus,2017,10898,Manual,14050,Petrol,1.0
 Focus,2017,16698,Manual,24498,Diesel,2.0
 Focus,2019,15998,Manual,12699,Petrol,1.0
 Focus,2016,8998,Manual,36087,Diesel,1.5
 Focus,2019,14198,Manual,20205,Petrol,1.0
 Focus,2017,11300,Manual,13300,Petrol,1.0
 Focus,2017,10800,Manual,17668,Petrol,1.0
 Focus,2016,8998,Manual,49080,Diesel,1.5
 Focus,2017,16498,Manual,18506,Diesel,2.0
 Focus,2017,18498,Semi-Auto,21183,Diesel,2.0
 Focus,2016,8498,Manual,45256,Petrol,1.0
 Focus,2017,9998,Manual,28761,Petrol,1.0
 Focus,2017,16998,Manual,45854,Petrol,2.0
 Focus,2019,16998,Manual,14206,Petrol,1.0
 Focus,2017,16998,Automatic,30393,Diesel,2.0
 Focus,2019,14498,Manual,14316,Diesel,1.5
 Focus,2019,17998,Manual,12027,Diesel,1.5
 Focus,2019,18391,Automatic,12821,Petrol,1.0
 Focus,2017,10930,Manual,6471,Petrol,1.0
 Focus,2016,7991,Manual,53922,Petrol,1.0
 Focus,2018,11498,Manual,25464,Petrol,1.0
 Focus,2017,12998,Manual,17307,Diesel,1.5
 Focus,2017,18998,Manual,10222,Petrol,2.0
 Focus,2013,6498,Manual,65125,Petrol,1.6
 Focus,2017,10498,Manual,39539,Petrol,1.0
 Focus,2018,13498,Manual,10150,Petrol,1.0
 Focus,2016,9298,Manual,31685,Diesel,1.5
 Focus,2015,7498,Manual,36462,Petrol,1.0
 Focus,2016,9498,Manual,18154,Petrol,1.0
 Focus,2017,15798,Manual,27532,Diesel,2.0
 Focus,2019,17498,Manual,11184,Petrol,1.0
 Focus,2018,20498,Manual,10249,Petrol,2.0
 Focus,2016,9598,Manual,20340,Diesel,1.5
 Focus,2014,8298,Manual,32541,Diesel,1.6
 Focus,2016,10298,Manual,34211,Petrol,1.0
 Focus,2016,10420,Manual,18913,Petrol,1.0
 Focus,2017,17630,Manual,25526,Petrol,2.0
 Focus,2018,18998,Manual,16312,Diesel,2.0
 Focus,2015,8298,Manual,56282,Diesel,1.6
 Focus,2019,17498,Automatic,11022,Petrol,1.0
 Focus,2019,17498,Manual,7359,Diesel,1.5
 Focus,2019,16998,Manual,8657,Diesel,1.5
 Focus,2015,8498,Manual,31974,Petrol,1.0
 Focus,2016,16798,Manual,15646,Diesel,2.0
 Focus,2017,10698,Manual,11469,Petrol,1.0
 Focus,2014,5998,Manual,62855,Diesel,1.6
 Focus,2017,11998,Manual,28497,Diesel,1.5
 Focus,2017,11600,Manual,27910,Diesel,1.5
 Focus,2017,10900,Manual,13338,Diesel,1.5
 Focus,2017,11200,Manual,15121,Petrol,1.0
 Focus,2017,9250,Manual,38541,Petrol,1.0
 Focus,2016,7000,Manual,82616,Diesel,1.5
 Focus,2019,14000,Manual,11426,Petrol,1.0
 Focus,2017,9998,Manual,13861,Petrol,1.0
 Focus,2019,16250,Manual,11027,Diesel,1.5
 Focus,2019,16250,Manual,13325,Diesel,1.5
 Focus,2019,18450,Automatic,14464,Diesel,1.5
 Focus,2015,9498,Manual,24717,Petrol,1.0
 Focus,2018,20998,Manual,5757,Petrol,2.0
 Focus,2016,9998,Manual,27193,Diesel,1.5
 Focus,2017,15998,Manual,16290,Diesel,2.0
 Focus,2016,14498,Manual,32263,Petrol,2.0
 Focus,2019,18998,Automatic,11738,Diesel,2.0
 Focus,2019,19798,Automatic,4797,Diesel,2.0
 Focus,2019,19498,Automatic,8692,Diesel,2.0
 Focus,2019,19998,Automatic,2451,Diesel,2.0
 Focus,2019,19998,Automatic,6879,Diesel,2.0
 Focus,2018,9950,Manual,19223,Petrol,1.0
 Focus,2016,9998,Manual,3155,Petrol,1.0
 Focus,2018,18390,Manual,14682,Petrol,2.0
 Focus,2017,10795,Manual,22727,Petrol,1.0
 Focus,2019,18298,Automatic,6269,Diesel,1.5
 Focus,2018,17298,Manual,3124,Petrol,1.0
 Focus,2016,14798,Manual,28576,Diesel,2.0
 Focus,2018,11598,Manual,11654,Petrol,1.0
 Focus,2017,17498,Manual,13558,Petrol,2.0
 Focus,2019,15998,Manual,10386,Petrol,1.0
 Focus,2017,9798,Manual,39763,Diesel,1.5
 Focus,2016,10798,Manual,22904,Diesel,1.5
 Focus,2018,15498,Manual,14579,Petrol,1.0
 Focus,2019,16498,Manual,2936,Petrol,1.0
 Focus,2017,10498,Manual,24741,Petrol,1.0
 Focus,2018,11498,Manual,27277,Diesel,1.5
 Focus,2019,18998,Automatic,7725,Petrol,1.5
 Focus,2019,16998,Manual,15888,Petrol,1.0
 Focus,2016,8798,Manual,47577,Diesel,1.5
 Focus,2017,11698,Manual,17750,Diesel,1.5
 Focus,2019,19300,Manual,2958,Diesel,2.0
 Focus,2017,16890,Manual,23365,Petrol,2.0
 Focus,2016,9420,Manual,34214,Diesel,1.5
 Focus,2019,15390,Manual,5341,Petrol,1.0
 Focus,2019,15370,Manual,6736,Petrol,1.0
 Focus,2015,9230,Manual,27412,Diesel,1.5
 Focus,2017,15591,Manual,45400,Diesel,2.0
 Focus,2019,16640,Manual,7864,Petrol,1.0
 Focus,2018,10700,Manual,28313,Petrol,1.0
 Focus,2018,11000,Manual,11817,Petrol,1.0
 Focus,2019,14998,Manual,7000,Petrol,1.0
 Focus,2019,16899,Manual,7000,Diesel,1.5
 Focus,2016,8998,Manual,43623,Petrol,1.0
 Focus,2019,15995,Manual,6992,Petrol,1.0
 Focus,2016,16998,Manual,17589,Petrol,2.0
 Focus,2017,11998,Manual,7412,Petrol,1.0
 Focus,2019,18998,Automatic,22246,Diesel,2.0
 Focus,2019,16498,Manual,4930,Petrol,1.0
 Focus,2018,19698,Manual,12011,Petrol,2.0
 Focus,2018,19698,Manual,16548,Petrol,2.0
 Focus,2018,12993,Manual,19135,Petrol,1.0
 Focus,2013,6477,Manual,41250,Petrol,1.0
 Focus,2013,6776,Manual,35490,Diesel,1.6
 Focus,2016,7480,Manual,62595,Diesel,1.5
 Focus,2017,16698,Manual,18633,Petrol,2.0
 Focus,2018,13998,Manual,12024,Petrol,1.0
 Focus,2017,11498,Manual,15378,Petrol,1.0
 Focus,2015,7698,Manual,43361,Petrol,1.0
 Focus,2017,38015,Manual,197,Diesel,1.5
 Focus,2017,9495,Manual,50857,Diesel,1.5
 Focus,2019,15998,Manual,4500,Diesel,1.5
 Focus,2016,8489,Manual,61379,Diesel,1.5
 Focus,2018,11995,Manual,10553,Diesel,1.5
 Focus,2019,16698,Manual,18697,Petrol,1.0
 Focus,2019,23698,Manual,5003,Diesel,2.0
 Focus,2019,20398,Manual,6233,Diesel,1.5
 Focus,2016,9998,Manual,21243,Petrol,1.0
 Focus,2018,13998,Manual,10149,Petrol,1.0
 Focus,2018,13698,Manual,13418,Petrol,1.0
 Focus,2016,9698,Manual,20786,Petrol,1.0
 Focus,2018,12998,Manual,15448,Petrol,1.0
 Focus,2018,11650,Manual,17312,Petrol,1.0
 Focus,2017,11450,Manual,18524,Petrol,1.0
 Focus,2019,13998,Manual,16879,Petrol,1.0
 Focus,2019,16998,Manual,19322,Petrol,1.0
 Focus,2016,12698,Manual,7906,Diesel,1.5
 Focus,2015,9498,Manual,22420,Diesel,1.5
 Focus,2015,9798,Manual,18733,Diesel,1.5
 Focus,2016,12998,Manual,41484,Diesel,2.0
 Focus,2019,16998,Manual,6092,Petrol,1.0
 Focus,2017,18998,Manual,11913,Petrol,2.0
 Focus,2018,19498,Manual,19382,Petrol,2.0
 Focus,2019,15298,Automatic,12779,Petrol,1.0
 Focus,2017,14498,Manual,37886,Diesel,2.0
 Focus,2015,9498,Manual,29901,Diesel,1.5
 Focus,2019,16498,Manual,14645,Petrol,1.0
 Focus,2019,25500,Manual,3011,Petrol,2.3
 Focus,2019,25500,Manual,6338,Petrol,2.3
 Focus,2016,9000,Manual,36565,Diesel,1.5
 Focus,2016,13250,Manual,36638,Diesel,2.0
 Focus,2018,11350,Manual,10051,Petrol,1.0
 Focus,2018,11450,Manual,7680,Petrol,1.0
 Focus,2016,10250,Manual,23256,Petrol,1.5
 Focus,2018,18000,Manual,12907,Petrol,2.0
 Focus,2017,10350,Manual,37920,Diesel,1.5
 Focus,2018,13450,Manual,13485,Petrol,1.0
 Focus,2017,11450,Manual,23319,Petrol,1.0
 Focus,2016,10498,Manual,17685,Diesel,1.5
 Focus,2019,18498,Automatic,6096,Diesel,2.0
 Focus,2017,10498,Manual,26029,Diesel,1.5
 Focus,2014,5698,Manual,70745,Petrol,1.0
 Focus,2017,9998,Manual,28761,Diesel,1.5
 Focus,2017,14000,Manual,43000,Petrol,2.0
 Focus,2017,9498,Manual,35850,Petrol,1.0
 Focus,2017,11998,Semi-Auto,18978,Diesel,1.5
 Focus,2013,6298,Manual,37966,Petrol,1.0
 Focus,2017,11450,Manual,24521,Petrol,1.0
 Focus,2017,10650,Manual,36050,Petrol,1.0
 Focus,2017,10400,Manual,13275,Petrol,1.0
 Focus,2018,13400,Manual,8271,Petrol,1.0
 Focus,2016,11500,Manual,72085,Diesel,2.0
 Focus,2018,14000,Manual,12090,Petrol,1.0
 Focus,2016,9000,Manual,19130,Petrol,1.0
 Focus,2019,14998,Manual,12078,Petrol,1.0
 Focus,2015,12298,Manual,51103,Petrol,2.0
 Focus,2015,6998,Manual,76588,Diesel,1.5
 Focus,2018,13998,Manual,9328,Petrol,1.0
 Focus,2017,11998,Manual,10474,Diesel,1.5
 Focus,2019,25498,Manual,4813,Petrol,2.3
 Focus,2017,17298,Manual,16346,Petrol,2.0
 Focus,2017,16798,Manual,18215,Petrol,2.0
 Focus,2017,11998,Manual,8308,Diesel,1.5
 Focus,2016,9690,Manual,46176,Diesel,1.5
 Focus,2017,12490,Manual,11292,Petrol,1.5
 Focus,2016,14790,Manual,33352,Petrol,2.0
 Focus,2017,12498,Manual,17998,Diesel,1.5
 Focus,2018,18998,Manual,11578,Diesel,2.0
 Focus,2015,9598,Manual,29577,Diesel,1.6
 Focus,2017,10498,Manual,27704,Diesel,1.5
 Focus,2013,5698,Manual,64292,Diesel,1.6
 Focus,2017,12698,Manual,13588,Diesel,1.5
 Focus,2017,9870,Manual,23699,Petrol,1.0
 Focus,2017,11991,Manual,23445,Diesel,1.5
 Focus,2015,8000,Manual,45566,Diesel,1.5
 Focus,2019,18998,Automatic,2411,Petrol,1.0
 Focus,2017,11798,Manual,15417,Diesel,1.5
 Focus,2017,10498,Manual,28732,Petrol,1.0
 Focus,2018,13498,Semi-Auto,12619,Petrol,1.0
 Focus,2019,16498,Manual,13699,Diesel,1.5
 Focus,2019,14798,Manual,12558,Petrol,1.0
 Focus,2017,10998,Manual,14653,Diesel,1.5
 Focus,2019,16998,Automatic,4286,Diesel,1.5
 Focus,2017,11298,Manual,2666,Petrol,1.0
 Focus,2018,14160,Manual,10109,Petrol,1.0
 Focus,2018,14300,Manual,9713,Petrol,1.0
 Focus,2017,11880,Manual,2435,Petrol,1.0
 Focus,2018,13498,Manual,18744,Diesel,1.5
 Focus,2017,10998,Manual,31953,Diesel,1.5
 Focus,2017,16495,Manual,33770,Petrol,2.0
 Focus,2017,15995,Manual,22947,Diesel,2.0
 Focus,2013,5999,Manual,41675,Petrol,1.0
 Focus,2019,17998,Automatic,2676,Diesel,2.0
 Focus,2017,11298,Manual,14604,Diesel,1.5
 Focus,2016,9691,Manual,17915,Petrol,1.0
 Focus,2019,19990,Automatic,5796,Diesel,1.5
 Focus,2019,17620,Automatic,9014,Petrol,1.0
 Focus,2017,11991,Manual,23161,Diesel,1.5
 Focus,2019,19000,Manual,7124,Petrol,1.0
 Focus,2019,19050,Manual,4637,Petrol,1.0
 Focus,2018,18998,Manual,11339,Diesel,2.0
 Focus,2019,13298,Manual,15320,Petrol,1.0
 Focus,2015,7191,Manual,63780,Diesel,1.6
 Focus,2018,19700,Manual,8022,Petrol,2.0
 Focus,2014,7820,Manual,39000,Diesel,1.5
 Focus,2019,18298,Automatic,2840,Diesel,1.5
 Focus,2017,12698,Semi-Auto,14876,Petrol,1.0
 Focus,2019,15860,Manual,12853,Diesel,1.5
 Focus,2016,16700,Manual,11968,Petrol,2.0
 Focus,2019,15470,Manual,8724,Petrol,1.0
 Focus,2019,15590,Manual,11110,Petrol,1.0
 Focus,2019,15020,Manual,20300,Petrol,1.0
 Focus,2019,17250,Manual,17500,Diesel,1.5
 Focus,2019,14798,Automatic,12848,Petrol,1.0
 Focus,2015,7998,Manual,50721,Diesel,1.5
 Focus,2015,7998,Manual,29331,Diesel,1.5
 Focus,2016,7998,Manual,69312,Diesel,1.5
 Focus,2017,11698,Manual,8111,Petrol,1.0
 Focus,2013,5498,Manual,67133,Diesel,1.6
 Focus,2018,14891,Manual,14115,Diesel,1.5
 Focus,2019,17390,Manual,3392,Petrol,1.0
 Focus,2019,19070,Manual,4165,Petrol,1.0
 Focus,2016,9790,Manual,34006,Diesel,1.5
 Focus,2018,16700,Manual,7732,Petrol,1.0
 Focus,2018,18797,Manual,5946,Petrol,2.0
 Focus,2018,11810,Manual,17330,Petrol,1.5
 Focus,2016,14998,Manual,9054,Diesel,2.0
 Focus,2017,11298,Manual,17530,Diesel,1.5
 Focus,2018,14498,Manual,13218,Diesel,1.5
 Focus,2015,9698,Manual,13391,Petrol,1.0
 Focus,2015,8798,Manual,29576,Diesel,1.5
 Focus,2015,9698,Manual,30149,Diesel,1.5
 Focus,2017,12698,Manual,9484,Diesel,1.5
 Focus,2016,8998,Manual,51324,Diesel,1.5
 Focus,2016,14498,Manual,16501,Diesel,2.0
 Focus,2018,12998,Manual,22253,Petrol,1.0
 Focus,2015,8998,Manual,32492,Diesel,1.5
 Focus,2019,17380,Manual,4052,Petrol,1.0
 Focus,2019,17490,Manual,944,Petrol,1.0
 Focus,2015,8559,Manual,55601,Diesel,1.5
 Focus,2017,9891,Manual,24065,Petrol,1.0
 Focus,2020,18991,Manual,905,Petrol,1.0
 Focus,2019,16937,Manual,18651,Diesel,1.5
 Focus,2019,16491,Automatic,18512,Diesel,1.5
 Focus,2015,13838,Manual,26201,Petrol,2.0
 Focus,2019,18420,Manual,6479,Diesel,2.0
 Focus,2017,14998,Manual,39193,Diesel,2.0
 Focus,2019,16998,Manual,15608,Petrol,1.0
 Focus,2017,10500,Manual,16946,Petrol,1.0
 Focus,2017,11500,Manual,22344,Petrol,1.5
